id,sales
3001388,383.267315933236
3001389,8.36095542756727
3001392,235.052468946295
3001397,1.45519525443706
3001398,18.2141821037532
3001399,14.6000090654716
3001401,226.346416099233
3001402,7.89725742340823
3001390,1034.47617044056
3001391,646.585890713949
3001405,57.2863496104467
3001393,125.953746611772
3001395,4372.16738174906
3001396,12.263043188228
3001410,5.95961277317301
3001411,223.031525611324
3001412,64.1301421084107
3001400,1.04464681188322
3001414,2.54380212928891
3001403,4.85196686057316
3001404,5.33611173885918
3001406,2.92120853450281
3001394,84.776797769464
3001408,246.38461347374
3001409,3.73968362368151
3001413,1896.36279347144
3001407,233.968734289007
3001387,0
3001385,2.84270716427383
3001386,1875.18748764992
3001384,0
3001415,10.6752716883261
3001383,4.55563797957575
3002377,0
3002378,899.830919307978
3002379,19.6297620379178
3002380,2366.35782537535
3002376,4460.19065838452
3002381,1459.9451794424
3002388,42.7630626080263
3002375,6.67407758139618
3002389,34.2777456702743
3002382,551.853681294334
3002383,295.712863821914
3002384,199.038062212881
3002385,9618.51227592133
3002386,28.7910420921435
3002387,3.4164919082242
3002374,0
3002373,10.6956782923543
3002390,2.45261065061121
3002391,527.968422971539
3002392,18.7838677565446
3002393,11.3913960807499
3002394,12.5280662657501
3002395,135.373942193033
3002396,6.85838226171591
3002397,549.309300616897
3002398,570.98290926091
3002399,8.77998935240414
3002400,13.9919153485501
3002401,527.048015114329
3002402,150.564064113452
3002403,4539.99059811057
3002404,5.97231152612649
3002405,25.0632890878759
3001694,1.75973443340637
3001686,10.1107127151523
3001688,1459.9329633629
3001690,152.312993224418
3001693,14.8294184514933
3001695,22.0259950179043
3001696,17.6554579890343
3001684,0
3001685,478.797251980753
3001687,1317.78559451823
3001689,284.243589993008
3001691,102.518648087927
3001692,6302.20100009087
3001697,1.26326756496347
3001683,2599.50923764368
3001698,279.109028858213
3001682,3.43762094180195
3001681,0
3001680,5.50902911093848
3001699,9.54997329401108
3001704,282.933054388049
3001705,297.947293924476
3001706,4.52231411734783
3001707,7.20682380920628
3001708,271.466921382887
3001709,78.0571813706562
3001710,1354.06173123399
3001703,3.53255085848516
3001711,3.07616189994643
3001712,12.9093625880349
3001700,5.82933330784135
3001701,6.41100295767899
3001702,69.7271335224284
3000968,2.4605149030675
3000969,31.2006760964975
3000966,9103.22169635541
3000967,20.7349497805145
3000965,143.344732406237
3000960,14.1371100343306
3000963,397.438145212275
3000964,212.96871996421
3000961,1878.87559062214
3000962,2095.13003793738
3000959,665.128743988007
3000970,24.686405333565
3000971,1.76633963122355
3000972,387.728703605088
3000958,0
3000954,7.70289423879595
3000955,0
3000956,4.80658751561028
3000957,3878.98621110244
3000979,413.898176238026
3000980,6.32323893358587
3000981,10.1425596999707
3000978,395.605713951179
3000982,377.112549637083
3000983,108.434362957446
